item_id,proposed_project_family_id,proposal_status,proposed_cluster_size,dependence_cluster_id,dependence_linkage_evidence,verified_source_names,creator_address,evidence_reference_candidates,auditor_instruction
ethereum:0xbe7c4f2d27d6a7c79e5dad8cb99e13c58e468933,PF_CANDIDATE_8B856A8BF51B,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0005,SHARED_AUTHORITY_EOA,,0x63029b1ecca553eaf294a51c2be1765136b32d5f,"https://eth.blockscout.com/api/v2/addresses/0xbe7c4f2d27d6a7c79e5dad8cb99e13c58e468933;https://eth.blockscout.com/api/v2/smart-contracts/0xbe7c4f2d27d6a7c79e5dad8cb99e13c58e468933;https://sourcify.dev/server/v2/contract/1/0xbe7c4f2d27d6a7c79e5dad8cb99e13c58e468933?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xbee2f0de34362ff34a9189c2b2e67ed61a3300e9,PF_CANDIDATE_D07512E87BB4,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0089,SHARED_AUTHORITY_EOA,,0x9769f60ead91f63557a2bc9761970e138e34f1f8,"https://eth.blockscout.com/api/v2/addresses/0xbee2f0de34362ff34a9189c2b2e67ed61a3300e9;https://eth.blockscout.com/api/v2/smart-contracts/0xbee2f0de34362ff34a9189c2b2e67ed61a3300e9;https://sourcify.dev/server/v2/contract/1/0xbee2f0de34362ff34a9189c2b2e67ed61a3300e9?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xbfdc2ff6acc9e78dd309e127d4d7a60d0af14b77,PF_CANDIDATE_9707E869C372,STRONG_ONCHAIN_CLUSTER_PROPOSAL,3,D0064,SHARED_DEPLOYER_EOA,AccountXCareModular,0xe324c63fdb51f7d597ff68d92bec74fa054ee128,"https://eth.blockscout.com/api/v2/addresses/0xbfdc2ff6acc9e78dd309e127d4d7a60d0af14b77;https://eth.blockscout.com/api/v2/smart-contracts/0xbfdc2ff6acc9e78dd309e127d4d7a60d0af14b77;https://sourcify.dev/server/v2/contract/1/0xbfdc2ff6acc9e78dd309e127d4d7a60d0af14b77?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xc172c561237b56b476259c218fedb76007c414a1,PF_CANDIDATE_5B3E793E29C4,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0096,SINGLETON_NO_MUST_LINK,,0xecaf4530a8a529edd8091248d1be8ec68494c41f,"https://eth.blockscout.com/api/v2/addresses/0xc172c561237b56b476259c218fedb76007c414a1;https://eth.blockscout.com/api/v2/smart-contracts/0xc172c561237b56b476259c218fedb76007c414a1;https://sourcify.dev/server/v2/contract/1/0xc172c561237b56b476259c218fedb76007c414a1?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xc3c89ff8589644332c916d9c6ec2883eb69d44e5,PF_CANDIDATE_390AB43697E8,VERIFIED_SOURCE_SINGLETON_PROPOSAL,1,D0097,SINGLETON_NO_MUST_LINK,FixedOwnerCollectProxy,0x4228c3d7fe60750f6dfe1136c0d60453d71dbe7c,"https://eth.blockscout.com/api/v2/addresses/0xc3c89ff8589644332c916d9c6ec2883eb69d44e5;https://eth.blockscout.com/api/v2/smart-contracts/0xc3c89ff8589644332c916d9c6ec2883eb69d44e5;https://sourcify.dev/server/v2/contract/1/0xc3c89ff8589644332c916d9c6ec2883eb69d44e5?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xc448e45d7c2327d0d47b128eb939a0ddf69da7ed,PF_CANDIDATE_042915EE9144,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0098,SINGLETON_NO_MUST_LINK,,0x51158f0e10fca1fad380b7a2e74034ff058954bb,"https://eth.blockscout.com/api/v2/addresses/0xc448e45d7c2327d0d47b128eb939a0ddf69da7ed;https://eth.blockscout.com/api/v2/smart-contracts/0xc448e45d7c2327d0d47b128eb939a0ddf69da7ed;https://sourcify.dev/server/v2/contract/1/0xc448e45d7c2327d0d47b128eb939a0ddf69da7ed?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xc8760dbc116db20657a66fb394c80c2a8d89202b,PF_CANDIDATE_F551E68EEB0D,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0099,SINGLETON_NO_MUST_LINK,,0x4271a9d7e3855f0c93c20358b73b064ca8a2488a,"https://eth.blockscout.com/api/v2/addresses/0xc8760dbc116db20657a66fb394c80c2a8d89202b;https://eth.blockscout.com/api/v2/smart-contracts/0xc8760dbc116db20657a66fb394c80c2a8d89202b;https://sourcify.dev/server/v2/contract/1/0xc8760dbc116db20657a66fb394c80c2a8d89202b?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xc8e4ddc2952f01399d9825a7fd0008a1a425304b,PF_CANDIDATE_1C164DE9D190,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0100,SINGLETON_NO_MUST_LINK,,0x9cc2dad94adca4563ff700adf290e044af290f55,"https://eth.blockscout.com/api/v2/addresses/0xc8e4ddc2952f01399d9825a7fd0008a1a425304b;https://eth.blockscout.com/api/v2/smart-contracts/0xc8e4ddc2952f01399d9825a7fd0008a1a425304b;https://sourcify.dev/server/v2/contract/1/0xc8e4ddc2952f01399d9825a7fd0008a1a425304b?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xc915be4674907da70301b93544edfc8b581f32c2,PF_CANDIDATE_9707E869C372,STRONG_ONCHAIN_CLUSTER_PROPOSAL,3,D0064,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA,,0xe324c63fdb51f7d597ff68d92bec74fa054ee128,"https://eth.blockscout.com/api/v2/addresses/0xc915be4674907da70301b93544edfc8b581f32c2;https://eth.blockscout.com/api/v2/smart-contracts/0xc915be4674907da70301b93544edfc8b581f32c2;https://sourcify.dev/server/v2/contract/1/0xc915be4674907da70301b93544edfc8b581f32c2?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xcac2c3a3f39b23fd3cea6bf5256c1bf00d9c9ebf,PF_CANDIDATE_25A963B216A2,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0101,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA,FullDrainDelegate,0x5700c14b17cc75b71e5976b044404c52d01f4d7c,"https://eth.blockscout.com/api/v2/addresses/0xcac2c3a3f39b23fd3cea6bf5256c1bf00d9c9ebf;https://eth.blockscout.com/api/v2/smart-contracts/0xcac2c3a3f39b23fd3cea6bf5256c1bf00d9c9ebf;https://sourcify.dev/server/v2/contract/1/0xcac2c3a3f39b23fd3cea6bf5256c1bf00d9c9ebf?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xce613d7769c0266c03146f0e74c6882eaeb4131b,PF_CANDIDATE_25239693F54F,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0102,SINGLETON_NO_MUST_LINK,,0xe5efbab66cd584550cddb39d0c3ebc9603bf9943,"https://eth.blockscout.com/api/v2/addresses/0xce613d7769c0266c03146f0e74c6882eaeb4131b;https://eth.blockscout.com/api/v2/smart-contracts/0xce613d7769c0266c03146f0e74c6882eaeb4131b;https://sourcify.dev/server/v2/contract/1/0xce613d7769c0266c03146f0e74c6882eaeb4131b?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6,PF_CANDIDATE_9BDB881DC4A6,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0103,SINGLETON_NO_MUST_LINK,,0x984f1fe18f58c22d17858d489518c5b15c3fd879,"https://eth.blockscout.com/api/v2/addresses/0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6;https://eth.blockscout.com/api/v2/smart-contracts/0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6;https://sourcify.dev/server/v2/contract/1/0xd086d522c3e4e5b5545aa4c420ab1670718bdfa6?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd0aee46690bea6d631c991317bcec929ab7e32a0,PF_CANDIDATE_DE5777B7CBAB,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0035,SHARED_DEPLOYER_EOA,,0xe8b5bb3520ac6d39347dd0d40492906e2174df8d,"https://eth.blockscout.com/api/v2/addresses/0xd0aee46690bea6d631c991317bcec929ab7e32a0;https://eth.blockscout.com/api/v2/smart-contracts/0xd0aee46690bea6d631c991317bcec929ab7e32a0;https://sourcify.dev/server/v2/contract/1/0xd0aee46690bea6d631c991317bcec929ab7e32a0?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd221318a751b3fcbf47b994f42e5335f655c5144,PF_CANDIDATE_975BA8E00AA3,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0047,SHARED_DEPLOYER_EOA,,0x76d54f4cc560f0bd2b3fa84eb467efd84c272e5c,"https://eth.blockscout.com/api/v2/addresses/0xd221318a751b3fcbf47b994f42e5335f655c5144;https://eth.blockscout.com/api/v2/smart-contracts/0xd221318a751b3fcbf47b994f42e5335f655c5144;https://sourcify.dev/server/v2/contract/1/0xd221318a751b3fcbf47b994f42e5335f655c5144?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd25b513bdda3f2fcd2c5692758731bd632fed6ba,PF_CANDIDATE_7BE7BCA75E3F,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0104,SINGLETON_NO_MUST_LINK,,0xadfd40a2aa379840732a4fb643512a669d58af71,"https://eth.blockscout.com/api/v2/addresses/0xd25b513bdda3f2fcd2c5692758731bd632fed6ba;https://eth.blockscout.com/api/v2/smart-contracts/0xd25b513bdda3f2fcd2c5692758731bd632fed6ba;https://sourcify.dev/server/v2/contract/1/0xd25b513bdda3f2fcd2c5692758731bd632fed6ba?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd2c66eb938fe5847522891a247264eac90eea93e,PF_CANDIDATE_1575C10AD7DF,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0105,SINGLETON_NO_MUST_LINK,,0x15ce2ea578ed16318f106393440446d11ba2e839,"https://eth.blockscout.com/api/v2/addresses/0xd2c66eb938fe5847522891a247264eac90eea93e;https://eth.blockscout.com/api/v2/smart-contracts/0xd2c66eb938fe5847522891a247264eac90eea93e;https://sourcify.dev/server/v2/contract/1/0xd2c66eb938fe5847522891a247264eac90eea93e?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd3caa8ecf10cfd59c895991dc10fc0ff43771af6,PF_CANDIDATE_03D7D2C94D8A,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0031,SHARED_AUTHORITY_EOA,,0x4676d66b0d5bebe27d99d9c4529ea53c179cd9d2,"https://eth.blockscout.com/api/v2/addresses/0xd3caa8ecf10cfd59c895991dc10fc0ff43771af6;https://eth.blockscout.com/api/v2/smart-contracts/0xd3caa8ecf10cfd59c895991dc10fc0ff43771af6;https://sourcify.dev/server/v2/contract/1/0xd3caa8ecf10cfd59c895991dc10fc0ff43771af6?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd55842a25d6329d76b252402a88c03949e4e1575,PF_CANDIDATE_115956624174,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0106,SINGLETON_NO_MUST_LINK,,0x83c54206ff0bf5a45fe91fb695fcf498b15bde2d,"https://eth.blockscout.com/api/v2/addresses/0xd55842a25d6329d76b252402a88c03949e4e1575;https://eth.blockscout.com/api/v2/smart-contracts/0xd55842a25d6329d76b252402a88c03949e4e1575;https://sourcify.dev/server/v2/contract/1/0xd55842a25d6329d76b252402a88c03949e4e1575?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd57333cb2701a2f2cb4a60b924544079bf386830,PF_CANDIDATE_CD62580857E9,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0107,SINGLETON_NO_MUST_LINK,,0x4e59b44847b379578588920ca78fbf26c0b4956c,"https://eth.blockscout.com/api/v2/addresses/0xd57333cb2701a2f2cb4a60b924544079bf386830;https://eth.blockscout.com/api/v2/smart-contracts/0xd57333cb2701a2f2cb4a60b924544079bf386830;https://sourcify.dev/server/v2/contract/1/0xd57333cb2701a2f2cb4a60b924544079bf386830?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd7abf0c780e1a86198226eb8af1460961a47179e,PF_CANDIDATE_3BA1C51AAA9E,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0108,SINGLETON_NO_MUST_LINK,,0x459dc0dcb82c7e3c791041f9cdb5f797b6459315,"https://eth.blockscout.com/api/v2/addresses/0xd7abf0c780e1a86198226eb8af1460961a47179e;https://eth.blockscout.com/api/v2/smart-contracts/0xd7abf0c780e1a86198226eb8af1460961a47179e;https://sourcify.dev/server/v2/contract/1/0xd7abf0c780e1a86198226eb8af1460961a47179e?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd804e2254465160f6e77bac5d67b461291057713,PF_CANDIDATE_71538A00B777,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0109,SINGLETON_NO_MUST_LINK,,0x4271a9d7e3855f0c93c20358b73b064ca8a2488a,"https://eth.blockscout.com/api/v2/addresses/0xd804e2254465160f6e77bac5d67b461291057713;https://eth.blockscout.com/api/v2/smart-contracts/0xd804e2254465160f6e77bac5d67b461291057713;https://sourcify.dev/server/v2/contract/1/0xd804e2254465160f6e77bac5d67b461291057713?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd829ec00377fb60c1f967f719221eb0fb73ee809,PF_CANDIDATE_52A266667991,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0110,SINGLETON_NO_MUST_LINK,,0xc9ca21b7ec7c6f5e68dbe3649fad8ea4b010b362,"https://eth.blockscout.com/api/v2/addresses/0xd829ec00377fb60c1f967f719221eb0fb73ee809;https://eth.blockscout.com/api/v2/smart-contracts/0xd829ec00377fb60c1f967f719221eb0fb73ee809;https://sourcify.dev/server/v2/contract/1/0xd829ec00377fb60c1f967f719221eb0fb73ee809?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd837064f54ce1dfefcbd6b7ac5124c91f7410076,PF_CANDIDATE_A3EADCBA1F8C,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0111,SINGLETON_NO_MUST_LINK,,0x25f05f77a424ee634759eb3e75ab819d8ddd0c1d,"https://eth.blockscout.com/api/v2/addresses/0xd837064f54ce1dfefcbd6b7ac5124c91f7410076;https://eth.blockscout.com/api/v2/smart-contracts/0xd837064f54ce1dfefcbd6b7ac5124c91f7410076;https://sourcify.dev/server/v2/contract/1/0xd837064f54ce1dfefcbd6b7ac5124c91f7410076?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xd961aeb0e18a1eddbfe62559ae793bf48e8c55df,PF_CANDIDATE_A09F0F0AA400,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0112,SINGLETON_NO_MUST_LINK,,0xb27747a3eccc2d4341e0ca47fb23231d286f08ed,"https://eth.blockscout.com/api/v2/addresses/0xd961aeb0e18a1eddbfe62559ae793bf48e8c55df;https://eth.blockscout.com/api/v2/smart-contracts/0xd961aeb0e18a1eddbfe62559ae793bf48e8c55df;https://sourcify.dev/server/v2/contract/1/0xd961aeb0e18a1eddbfe62559ae793bf48e8c55df?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xda3fcb797703dbd914ec76c1ed7c28d8a9b762ba,PF_CANDIDATE_5F56B24FEBA1,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0094,SHARED_AUTHORITY_EOA,,0xd32a221d4a671724ad666689cc5cc4d103fb13bc,"https://eth.blockscout.com/api/v2/addresses/0xda3fcb797703dbd914ec76c1ed7c28d8a9b762ba;https://eth.blockscout.com/api/v2/smart-contracts/0xda3fcb797703dbd914ec76c1ed7c28d8a9b762ba;https://sourcify.dev/server/v2/contract/1/0xda3fcb797703dbd914ec76c1ed7c28d8a9b762ba?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xda77ac15efc047e1b0cb34361096172b5936678a,PF_CANDIDATE_40A9C7961696,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0113,SINGLETON_NO_MUST_LINK,,0x25dc768d5dad1972220058ea0d27259df7e00c2e,"https://eth.blockscout.com/api/v2/addresses/0xda77ac15efc047e1b0cb34361096172b5936678a;https://eth.blockscout.com/api/v2/smart-contracts/0xda77ac15efc047e1b0cb34361096172b5936678a;https://sourcify.dev/server/v2/contract/1/0xda77ac15efc047e1b0cb34361096172b5936678a?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xda8af8a148b4765d41de66394413e0be74555675,PF_CANDIDATE_00AB70962582,STRONG_ONCHAIN_CLUSTER_PROPOSAL,4,D0019,SHARED_AUTHORITY_EOA,,0xd4459f378bcc4cac5caac4d5f9aba6dd021b93c4,"https://eth.blockscout.com/api/v2/addresses/0xda8af8a148b4765d41de66394413e0be74555675;https://eth.blockscout.com/api/v2/smart-contracts/0xda8af8a148b4765d41de66394413e0be74555675;https://sourcify.dev/server/v2/contract/1/0xda8af8a148b4765d41de66394413e0be74555675?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xdc5ebf4013777839a63c84a49da7440a49e1a231,PF_CANDIDATE_C03853190A80,STRONG_ONCHAIN_CLUSTER_PROPOSAL,3,D0075,SHARED_DEPLOYER_EOA,,0x25559a1235637ea303b08aa937a86de8b928b547,"https://eth.blockscout.com/api/v2/addresses/0xdc5ebf4013777839a63c84a49da7440a49e1a231;https://eth.blockscout.com/api/v2/smart-contracts/0xdc5ebf4013777839a63c84a49da7440a49e1a231;https://sourcify.dev/server/v2/contract/1/0xdc5ebf4013777839a63c84a49da7440a49e1a231?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xdd1d6933f7be14be38708fa682ff9baf594dbc77,PF_CANDIDATE_EABE3763B27D,STRONG_ONCHAIN_CLUSTER_PROPOSAL,3,D0006,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA,,0x024b9e8e4c6c99a4cddec99eb81de826ce961238,"https://eth.blockscout.com/api/v2/addresses/0xdd1d6933f7be14be38708fa682ff9baf594dbc77;https://eth.blockscout.com/api/v2/smart-contracts/0xdd1d6933f7be14be38708fa682ff9baf594dbc77;https://sourcify.dev/server/v2/contract/1/0xdd1d6933f7be14be38708fa682ff9baf594dbc77?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xddbe20576137949e86517c26d31f62752574a011,PF_CANDIDATE_54A8F895329A,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0114,SINGLETON_NO_MUST_LINK,,0xbc97202312c9fdba229d0d797b216591cb9311d6,"https://eth.blockscout.com/api/v2/addresses/0xddbe20576137949e86517c26d31f62752574a011;https://eth.blockscout.com/api/v2/smart-contracts/0xddbe20576137949e86517c26d31f62752574a011;https://sourcify.dev/server/v2/contract/1/0xddbe20576137949e86517c26d31f62752574a011?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xe0370a580f6c1e092b7c471e1ae0eb74d3574179,PF_CANDIDATE_2BACB00EB58A,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0115,SINGLETON_NO_MUST_LINK,,0x4e59b44847b379578588920ca78fbf26c0b4956c,"https://eth.blockscout.com/api/v2/addresses/0xe0370a580f6c1e092b7c471e1ae0eb74d3574179;https://eth.blockscout.com/api/v2/smart-contracts/0xe0370a580f6c1e092b7c471e1ae0eb74d3574179;https://sourcify.dev/server/v2/contract/1/0xe0370a580f6c1e092b7c471e1ae0eb74d3574179?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xe0a2279460b03b46238068c0363f3146dd0a4b96,PF_CANDIDATE_A805AC279DFD,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0116,SINGLETON_NO_MUST_LINK,,0x00000781f774c6e40da5100047f32e8cc762bae2,"https://eth.blockscout.com/api/v2/addresses/0xe0a2279460b03b46238068c0363f3146dd0a4b96;https://eth.blockscout.com/api/v2/smart-contracts/0xe0a2279460b03b46238068c0363f3146dd0a4b96;https://sourcify.dev/server/v2/contract/1/0xe0a2279460b03b46238068c0363f3146dd0a4b96?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xec3cf3d8d6320fadffcd11a6df0ffd6c6b591414,PF_CANDIDATE_CB5EDD98C262,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0117,SINGLETON_NO_MUST_LINK,,0xb09ff7f74e627ac36f7ddf2dbdbf9cbea9350aa0,"https://eth.blockscout.com/api/v2/addresses/0xec3cf3d8d6320fadffcd11a6df0ffd6c6b591414;https://eth.blockscout.com/api/v2/smart-contracts/0xec3cf3d8d6320fadffcd11a6df0ffd6c6b591414;https://sourcify.dev/server/v2/contract/1/0xec3cf3d8d6320fadffcd11a6df0ffd6c6b591414?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xeef338963906d306595947a89626e04ea5097bbc,PF_CANDIDATE_E07CB9FFB6E7,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0118,SINGLETON_NO_MUST_LINK,,0x694aada7357097358a96f4a2d8c969af23bb2a7e,"https://eth.blockscout.com/api/v2/addresses/0xeef338963906d306595947a89626e04ea5097bbc;https://eth.blockscout.com/api/v2/smart-contracts/0xeef338963906d306595947a89626e04ea5097bbc;https://sourcify.dev/server/v2/contract/1/0xeef338963906d306595947a89626e04ea5097bbc?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xef93688b67019e4b48f19d924f9f8c1f01fb4b3f,PF_CANDIDATE_45FC7069FEA8,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0119,SINGLETON_NO_MUST_LINK,,0xbffd2e0c7b8895aa57ee5534709f3796c21e6c5c,"https://eth.blockscout.com/api/v2/addresses/0xef93688b67019e4b48f19d924f9f8c1f01fb4b3f;https://eth.blockscout.com/api/v2/smart-contracts/0xef93688b67019e4b48f19d924f9f8c1f01fb4b3f;https://sourcify.dev/server/v2/contract/1/0xef93688b67019e4b48f19d924f9f8c1f01fb4b3f?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xf0903e253b18e0dda618635d0a944c5211925006,PF_CANDIDATE_1D02CDCAD67B,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0120,SINGLETON_NO_MUST_LINK,,0x2854b6fb7ed126069f58429d98910e5afdd9a59b,"https://eth.blockscout.com/api/v2/addresses/0xf0903e253b18e0dda618635d0a944c5211925006;https://eth.blockscout.com/api/v2/smart-contracts/0xf0903e253b18e0dda618635d0a944c5211925006;https://sourcify.dev/server/v2/contract/1/0xf0903e253b18e0dda618635d0a944c5211925006?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xf4c3b44bbce609c6ea58c4f078a039dd03703790,PF_CANDIDATE_51A6769424D5,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0121,SINGLETON_NO_MUST_LINK,,0xeeaa2562f89bd75d920d785aacd0c401a0105597,"https://eth.blockscout.com/api/v2/addresses/0xf4c3b44bbce609c6ea58c4f078a039dd03703790;https://eth.blockscout.com/api/v2/smart-contracts/0xf4c3b44bbce609c6ea58c4f078a039dd03703790;https://sourcify.dev/server/v2/contract/1/0xf4c3b44bbce609c6ea58c4f078a039dd03703790?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
