sample_id,label,family_id_theta,fold_id_theta,max_sim_to_train
arbitrum:0xdccec47c8e7238fdf9954f89c4c002f279f02a86,0,F00842,1,0.84375
arbitrum:0xdebc7f8ce3b7bde1f08078706d7a83bcb5dd520b,0,F00035,1,0.78125
arbitrum:0x34c9e9ddef9ecb27bc05e94ec47aba3946f86a65,0,F00842,1,0.875
arbitrum:0xaf7a472f8833458e25e8dbd6f58f69451cb3eef0,0,F00751,1,0.875
arbitrum:0xc9a6f7ff9db9408eba9bef142ea8aa53d7bbe303,0,F00751,1,0.8671875
arbitrum:0xf82cf2319708ebfcbbf2b804d2d722782c3ff951,0,F00047,4,0.8671875
arbitrum:0x5bbbb60feeb93b98014261722a6f0c5faddf96c0,0,F00843,1,0.6328125
arbitrum:0xd86094cd83327109037dd58a6d63ccb22868f31a,0,F00844,2,0.765625
arbitrum:0x4add474e0537eef9698ca2e78e6fabd18547b8c5,0,F00846,1,0.7890625
arbitrum:0x307a45a0c5d60cd01db5a5b71c29ccff1bb733c0,0,F00847,0,0.328125
arbitrum:0xb7e19f5a97d6f1c05d6814d410918f474baeb291,0,F00815,1,0.890625
arbitrum:0xf25dee892bbe78c22565ee85f932524c28cdc27a,0,F00848,2,0.78125
arbitrum:0x63c0c19a282a1b52b07dd5a65b58948a07dae32b,0,F00265,0,0.296875
arbitrum:0x4ce44e0e64a504febd49eb2b95463a7fe4868048,0,F00810,4,0.6796875
arbitrum:0x5af42746a8af42d8a4708df238c53f1f71abf0e0,0,F00749,4,0.3359375
arbitrum:0xc936a00c84bd6c45490c5f3f7411a6e129b826ac,0,F00834,4,0.734375
arbitrum:0xf7178d93726b82ef065af16f7d526906b545c702,0,F00035,1,0.8515625
arbitrum:0xd65a96a10dab3eeb156b774649ef6dceb81d9594,0,F00774,3,0.8046875
arbitrum:0xe448be644d5055986c6a74000163aee9181c6818,0,F00063,2,0.6953125
arbitrum:0x224ae613eb68494c05dc5990dbfe53ec1108a0d4,0,F00787,0,0.453125
arbitrum:0xc708570dc9c4ceb5ad04e1a01347acf9bc235fb9,0,F00839,4,0.640625
arbitrum:0x58ab3381fd9a28eb3f5805c25932102c395e59c3,0,F00818,0,0.8046875
arbitrum:0xecab63acf653676495792c8c06eed90797373fea,0,F00849,1,0.375
arbitrum:0x01b4834f9aaf3fec20effb505badd07622893772,0,F00751,1,0.875
arbitrum:0x2edb5e8753e5469225600133e8f177f9eb7bc4fe,0,F00850,3,0.3125
arbitrum:0x216abf451f8e9f13d11089a00efd2520c9ffb379,0,F00851,4,0.375
arbitrum:0xd9ade0b1ef348f27c67da387a909f97040690a8d,0,F00852,2,0.1171875
arbitrum:0x0e67c1d992e0325fc0cb024bf72f97112ac00d06,0,F00779,1,0.765625
arbitrum:0xf45ef0f15205cbbb46796f2a7358ccc974a77214,0,F00844,2,0.765625
arbitrum:0x5629d61461b2dca215da8ffe8f87661ba971719a,0,F00809,4,0.6796875
arbitrum:0x08fb273f0ac9204a2590ce884d530a15e4d48567,0,F00809,4,0.671875
arbitrum:0x6ef6ed470ab2ded2d31bd2cf02f6388d2538f660,0,F00848,2,0.796875
arbitrum:0xee59f19c720c9de5535e923a1c2c95068580c62e,0,F00831,4,0.34375
arbitrum:0xd407fff07edf3591e0a2546861950d4a40c28dde,0,F00853,3,0.6484375
arbitrum:0x8f45c2c04fe72d6fa28c9ba64f5cc55cb321946d,0,F00842,1,0.8671875
arbitrum:0xd0f210c83b4b3ebf75efd8e2654c75c29451763f,0,F00048,2,0.8125
arbitrum:0xadf079f8367ea1a3a73a98b19deae0e278cfe2f8,0,F00853,3,0.6328125
arbitrum:0x176eadfa18845edcb85f46d2611801d95229e078,0,F00854,0,0.875
arbitrum:0x972e18a120b3e9b185c2db08be666933a35923d6,0,F00824,0,0.5234375
arbitrum:0x9dbafa2b77b8d24a834a2464af8f036c8a1d40cd,0,F00855,1,0.6953125
arbitrum:0xa8fe8a01b105d39a05561e42230d541a4fbbce72,0,F00856,2,0.6171875
arbitrum:0xe4e49868adf7118960c7d038964c21f62e615afe,0,F00826,3,0.5234375
arbitrum:0x215f70b5f69f48e671536891cdfe32076d1e45d9,0,F00848,2,0.8984375
arbitrum:0x2080fee444118afce30fcb749802c18c0a980db7,0,F00857,3,0.53125
arbitrum:0x1c44598a6388282a0ad9484e2c692f4011a01d07,0,F00858,0,0.828125
arbitrum:0xf1b79310feee2e868cedc62251caef623c646402,0,F00860,1,0.875
arbitrum:0xd8492be9e3d27b20f8ea0bf33dfcf70a4444a9f6,0,F00035,1,0.8515625
arbitrum:0x3b88745a174a984ac764471c957553a1c4b6dbf2,0,F00861,0,0.640625
arbitrum:0xab747decdd1c51c3abea8a8c91ea4e4a089abe8e,0,F00812,3,0.59375
arbitrum:0x961a25df588ce55ce971fdc380915424ba04cc71,0,F00862,3,0.203125
arbitrum:0xbede033c04509803bfc996b13eb46c29250bbce4,0,F00048,2,0.8125
arbitrum:0x8fa204b39fb8e95ddfb8e006f52e3e401234f859,0,F00846,1,0.8046875
arbitrum:0x154cfc67e96bf5203f872e3b66b449101d984bdf,0,F00848,2,0.8046875
arbitrum:0xef5e4e7ea131ad53c606b3948ddaec8eaae54d9b,0,F00762,0,0.84375
arbitrum:0x3a472e7436c3c5dbe793596a8d4ce4f8965f2e2c,0,F00787,0,0.453125
arbitrum:0xe6cae83bde06e4c305530e199d7217f42808555b,0,F00800,2,0.8125
arbitrum:0x7785a22facd31db653ba4928f1d5b81d093f0b2f,0,F00798,3,0.5390625
arbitrum:0x4e1dcf7ad4e460cfd30791ccc4f9c8a4f820ec67,0,F00864,3,0.2421875
arbitrum:0xaa56ae79d975407767f9639a34f81ac0da5d1f29,0,F00774,3,0.8203125
arbitrum:0x93d34557d8ca729db7dd3330991d2389f5a07903,0,F00865,2,0.203125
arbitrum:0x09f830b7642f0cc7a60598c3e91077c3c0d5d966,0,F00866,0,0.421875
arbitrum:0x302440b974fc73b69131dbf47befc2e08cdbc7ac,0,F00842,1,0.84375
arbitrum:0xa4f84f51dcac6ce7be19586e674b74ce0bbc26c8,0,F00751,1,0.8828125
arbitrum:0xd28fa30a9fbd587169d9d4b79bbe903a5c712122,0,F00797,4,0.7734375
arbitrum:0x7eb840769e1c4a16e5dde43f0012d39cfaffe255,0,F00751,1,0.8828125
arbitrum:0xd5919194e9e5c479b0cadc1afd0097c24cdbc13b,0,F00868,4,0.6328125
arbitrum:0xc3ffcacd8ec8aee8ce55b07c535d9eb49c6044aa,0,F00048,2,0.875
arbitrum:0x96dbfc5474e20ab6632c468e540fcbe433e9b0b7,0,F00775,4,0.1796875
arbitrum:0x57678b37823e47b13c17cab41b1e9c264c9d93a3,0,F00773,3,0.8046875
arbitrum:0xf8db4c9224e1dddf34fecf62478bffb9dbdbcf3b,0,F00794,2,0.84375
arbitrum:0xbd4d2554743d3afffd2acfaa272b506d78fb06c4,0,F00870,0,0.21875
arbitrum:0x4010bd8620d6a8343ec6389e53b4d91fc81ed53b,0,F00848,2,0.875
arbitrum:0x684e8fcf3e2a9f0a48dd193b80ddeec30d826a0a,0,F00774,3,0.828125
arbitrum:0x7369c010fa37faa73adb75dede2d36e9dd09cdbe,0,F00871,1,0.46875
arbitrum:0x0113fdebc24e0a87d158a7e8857678aa7d1af5ba,0,F00872,2,0.8984375
arbitrum:0xe51a09443c098c57f00c2904e34dfe624dfc2c4b,0,F00873,3,0.546875
base:0x1814b959a5fd9aa261698c3c214a7a7e9cf86535,0,F00874,4,0.7265625
base:0xdb80ca0a95d38f546483a20888b2c5bcd8693c27,0,F00875,0,0.8359375
base:0x5af42746a8af42d8a4708df238c53f1f71abf0e0,0,F00749,4,0.3359375
base:0xa32ff9e1e1b466fbde683abfe3eaab1e86678286,0,F00876,0,0.7890625
base:0x20ca8b5fce3440a9b3046e0e5493b1410a92ec3e,0,F00877,4,0.828125
base:0x47f84331e65a3dd345b36cf66bcb77d3bc564a41,0,F00878,2,0.59375
base:0xe645dfe1629b2a80cbfcfe71c17578843d78ebc2,0,F00810,4,0.6875
base:0x155e76f6039eec4280aa3d525d074c58b2a86d31,0,F00810,4,0.6953125
base:0x6e9d3a2c82e026976f87f8e2930c3cb3aeaa822d,0,F00879,3,0.453125
base:0x8b7121d558f343ba6fa1e18d6ef99a6dd44f3a19,0,F00880,4,0.8515625
base:0xa4746af5c70bd6bc40911edcc29f43bd5e39b89a,0,F00829,0,0.890625
base:0x89b3cf8877abac5d274df8d6efbea1c19b60163f,0,F00876,0,0.7890625
base:0x36ba6cceac029a724b9e299c0b245aa61a34f944,0,F00881,2,0.671875
base:0x31f10ab0b2947f00e7e8e75a33775e3118055720,0,F00882,4,0.609375
base:0x9a5c715f5e4201964ab3756d531f5eb97dd799d8,0,F00762,0,0.875
base:0x81efc9c095d2d98be4c987003f781e2100301cec,0,F00883,0,0.484375
base:0x3bd13a5f29aa85687f4baa15b827976340998929,0,F00755,4,0.7421875
base:0x6024c707d5d9089aac39bbcba0fc6acd9eb40630,0,F00877,4,0.8046875
base:0x664ab8c20b629422f5398e58ff8989e68b26a4e6,0,F00884,3,0.8203125
base:0xe1dac7982e3fae6fa2d8fceb6c9dce04d6de6309,0,F00885,1,0.8046875
base:0xab8d6b1426c77f5d624d20decc0304b2ef50aefc,0,F00886,0,0.8359375
base:0x0539367254c5e8ade5c312c3be839cc8e4d285e7,0,F00887,2,0.703125
base:0xbd253ba998f49adcb4a63ceefd0c46f59e3f5b73,0,F00888,1,0.8359375
base:0x87501203929760afc28f3b11b126f4a19da76b7d,0,F00889,4,0.765625
base:0x9acc8a7f75c609b7ddc7c6c2b376a044c16f6dee,0,F00890,3,0.859375
base:0x7bec288b2a2de4dfd5ab08ba842324c23cbc1639,0,F00891,1,0.8125
base:0x7b52df5e78910bebee88898cfbcaaa5689e46047,0,F00892,2,0.734375
base:0x2354814f465dee584efeaa88bd6df891309995ab,0,F00893,4,0.65625
base:0xc4d8e0a7b6f8189ecde2da2fe1f7af4cdfcc42b6,0,F00894,0,0.5625
base:0xc0403282ba280a6670f469c136aaad86b780e098,0,F00895,2,0.6171875
base:0x71ebb96258f1afa5acee5502944742bd7bf16bb0,0,F00829,0,0.8828125
base:0x5f03a6f70f082b7ff899e0cdf604af69529dbf1e,0,F00896,0,0.6640625
base:0xac7703eea45a2f81ee37f38f75da5dc78f20896e,0,F00897,1,0.2109375
base:0xe3e39c898d2395c0a6a2a439b833fc27e3e5cfdb,0,F00898,2,0.2578125
base:0x40acbd58810de60e296c6e2e2adcbea231c47b15,0,F00899,2,0.0859375
base:0xca11bde05977b3631167028862be2a173976ca11,0,F00819,2,0.890625
base:0xf339682553816978d4e849592215008404d6304f,0,F00900,2,0.6640625
base:0x1116c0e4b5b8836d1f6d422a9ecad41ed67393da,0,F00902,0,0.2890625
base:0x6cf7f41d9a2f94626cb8fe6a6a45a59b545a35be,0,F00774,3,0.8046875
base:0x060300fc909df94b19fd163fda778461901a91c3,0,F00903,4,0.4140625
base:0xe6110f19ff2d645699047721cd391f174d846f61,0,F00904,4,0.859375
base:0xf68db9f7e0eed8149d81fcff062676ab529e4397,0,F00905,3,0.7421875
base:0x1408a9c868030cd0ffda082cd21c85d8ccc9dafd,0,F00751,1,0.78125
base:0x3ad1c5ee99e32286aafdb9cae087c8544de1f833,0,F00889,4,0.765625
base:0xa17c24b79ec9f980e0945d0dd81f1d3569ac98d5,0,F00775,4,0.1796875
base:0x7484ea535e4317ac00082376f49a9d17a5307b29,0,F00907,1,0.671875
base:0x57dfa86f2db36df9def1b7810f08e2063a7ec6c8,0,F00796,3,0.84375
base:0x57fe7cd895e2c997f43ebfa70bfd5fdc630b3176,0,F00908,1,0.4921875
base:0xcdc9ddd0f713125dc6426a0048f8dad754e53ba7,0,F00881,2,0.6328125
base:0xb7f3e67518adc63a1dd037c6e40ae469b176dbb1,0,F00909,2,0.015625
base:0xc780a048b13222d36fe944c079bb6bed8c19a61f,0,F00910,1,0.328125
base:0xbb2682e3a95df44f0b6faad5b28f032b5d64bd0a,0,F00900,2,0.6796875
base:0x3ebdaf076ddbeb9887dc8fed81729ef9697d25a2,0,F00911,3,0.8515625
base:0x4f91fdfa719270c057c0dced83afe388071fd25a,0,F00912,4,0.8359375
base:0x2337fbb0560f68be0f5046e093a0eaa29d4432ec,0,F00812,3,0.59375
base:0x3531b08ac3f030b69c49aa577765188f5ba0e662,0,F00913,3,0.8359375
base:0x1dba0afbbd99f553869b7b3089b897859bde1964,0,F00914,0,0.875
base:0x43353f6a2d620e06e5daad65850dfb9c6681f456,0,F00915,1,0.859375
base:0xa8b2da0587fd9bd9daaac76dec2e3841087c99e3,0,F00916,2,0.65625
base:0x2d7e702d1efdaf47c8b23e323d4adf2c315db820,0,F00917,3,0.7734375
base:0xcd3ca48e3dca2d5b5969a4fa490e9b569be90aba,0,F00918,4,0.6171875
base:0xacd4e37e4b1c4122b5a4281223935e08e09f100b,0,F00765,0,0.8203125
base:0x8db730eae0b0da151d9352ba5d417d7795e569cc,0,F00810,4,0.6953125
base:0xc366e7d803ab2cd36a3691d32bcd3d294adbdbaa,0,F00919,0,0.671875
base:0xfdf5cc9d44570fa424301b46471ca395fb0ee0a2,0,F00760,1,0.8984375
base:0xd968196fa6977c4e58f2af5ac01c655ea8332d22,0,F00920,1,0.4140625
base:0x0b3df87b55b46736a0ec524f70aaa1998cbfb3c5,0,F00921,0,0.734375
base:0x544f5b0b663eef435d1c76b903a69edd4386f28d,0,F00922,3,0.8125
base:0x8329d1a24f47820108e3726273ebb192b37d6503,0,F00923,2,0.46875
base:0xf8a7f674de689823a48007617186e1d62e1ab3aa,0,F00924,2,0.59375
base:0xc4f238cedc1f77a0fe36f60ecedef14336e4efbe,0,F00925,0,0.3671875
base:0xac43259a67231cfdf3ac954373cbbe9b18c034ed,0,F00924,2,0.59375
base:0x431b7a3d420cdcdfc8485d45a577ee3dc4044b21,0,F00926,3,0.359375
base:0x9a53ec70c59cf39654714f24fba2d94281fb779c,0,F00762,0,0.8828125
base:0xc335573064da565c2d8d45cdb6a47da8b71abe6b,0,F00760,1,0.8984375
base:0xd482d8442e6b5cb8462b55dfe77fa84d643c186e,0,F00927,3,0.59375
base:0x88eb323288531a60950557813d22ff15368caa68,0,F00913,3,0.84375
base:0xcb09870b7908348b3bc6ac10bbe61be7cd8c9ee1,0,F00888,1,0.8515625
base:0xff90d03f776e46291f7a39f46e46d885e228c95f,0,F00929,3,0.8125
base:0x4cd241e8d1510e30b2076397afc7508ae59c66c9,0,F00800,2,0.8359375
base:0x6103c54ef39bf8a79b39d147ae6e1b1c53a1607e,0,F00843,1,0.625
base:0xdbf4e4c491d5250773ebee412a4bf7e440291d30,0,F00886,0,0.8359375
base:0xbec09125584b06ee4e56be38d7fb33fe8a59cffe,0,F00930,1,0.4296875
base:0x05465f4b14f875eff9a3b4f22b9c8165e1334369,0,F00894,0,0.546875
base:0x9fba04be2552465dcac9ccf15816f79fbf8865ba,0,F00762,0,0.8671875
base:0x3a5c075ad21b78da33a5a575b5043ee530ce17fc,0,F00765,0,0.796875
base:0x54fd7b047fff0a368b19a324297d51af10759a31,0,F00930,1,0.4375
base:0xcae4411919ecccdf012ca3cc512f48e3156ba4cd,0,F00888,1,0.8046875
base:0xae94c5410d1f6f7f68f869989c0a358c74ed3df0,0,F00931,1,0.6015625
base:0x8032605c138383cb8a373b2a0f839ed0b6cf872c,0,F00932,0,0.7734375
base:0x9628d84fd8d751823dae20e02da34ca99ea6dc83,0,F00770,1,0.8671875
base:0x1532618433ac9c0e083e45bf12b83205e7fb7ab7,0,F00095,4,0.875
base:0x7663fd40081dccd47805c00e613b6beac3b87f08,0,F00933,3,0.1875
base:0x8fa7e26bd5ea9e8f144ca27b9252d441c61413cc,0,F00765,0,0.859375
base:0x06fc7178efffc5fe042b4749cfefec508cabcbc3,0,F00922,3,0.7890625
base:0xfe1962d1f168f9dd496978ddbbdc7683df6a4297,0,F00751,1,0.78125
base:0x5bc3ee6df05c244b59abbf4a81c02d625f0fd23f,0,F00934,3,0.75
base:0x1d6a4f82174cebefda859d28907b8269860b2e27,0,F00753,3,0.8203125
base:0xfec670faa234d55dd09efb9aae99ff1e2a4e4a0a,0,F00935,4,0.515625
base:0x7a8f15d5ed032fdc7dfefae94387eea2222b440b,0,F00760,1,0.8671875
base:0xebb8a704ae4e69474720b147aacce602219a890c,0,F00936,3,0.8984375
base:0xcd318ec4784d9ad764bd0130c7771673352ee5fd,0,F00751,1,0.8125
base:0xe5e12d1f4af7de60b484f5561acaff2c0ef79322,0,F00937,2,0.7421875
base:0x03494e4e0ab1bab1bbb89fdcb39289365cb7ef0a,0,F00001,1,0.75
base:0x16e661537010b9e1f66b08b78d629e81d671f0ff,0,F00938,1,0.4296875
base:0x59f5a62cbe54b3be281e4d552d1dbcd7ddfaaf58,0,F00889,4,0.7578125
base:0xb79c0685bd2f2bc546cc43ae0f27433064917585,0,F00940,0,0.5
base:0x09c2379c2b49a1277bf81b7b2fd17e50927249db,0,F00776,2,0.890625
base:0x4428a93b478fa76a5bd9c7641f54ec6373855433,0,F00941,0,0.5546875
base:0xe99164593d50469188579d0cd309b8bc8a765758,0,F00760,1,0.8984375
base:0xd710325b51990121f0e74f14debe7b0faf675670,0,F00035,1,0.7421875
base:0xcc25ba277798729faecc8b065ce7ef8259ef11cd,0,F00881,2,0.6640625
base:0xe2fa4df0634c5836edf602b0c48ed7be4c5c1710,0,F00881,2,0.6484375
base:0x5d6ebddd42f3668073b2707b763a201872d6eca0,0,F00942,0,0.4453125
base:0x68982889c653115d2b03813aead2b79153309bd9,0,F00884,3,0.8203125
base:0xa937bf715d310eaa81e769f3495129dc36ddf056,0,F00781,2,0.8203125
base:0xf5acbb1699fbe5a78b997feabf414fe0728372e8,0,F00943,4,0.59375
base:0x63c0c19a282a1b52b07dd5a65b58948a07dae32b,0,F00265,0,0.296875
base:0xfc63012972267dd09141ab47f89d29df7c94ffde,0,F00907,1,0.6015625
base:0x4c9f23881b2730f687e2e227ebbd35654aa84f53,0,F00944,1,0.7578125
base:0x948045192a5eb395f7d68af6841eb86dc350e21a,0,F00945,4,0.828125
base:0x2f6a434e50b209330ea59df82772ab9adfdded6c,0,F00921,0,0.734375
base:0xb00f80fddb3c52cdd52452e3c1e9751b24896a36,0,F00947,2,0.65625
base:0xc73b83894b824ebe42bacb07d913d053dd2135b4,0,F00791,0,0.375
base:0x34c41abe6d9e12a55c32baa7e2362e4c922a37d6,0,F00774,3,0.8203125
base:0x514d17c62994ae146914d2449225a3fe0fb84472,0,F00035,1,0.8515625
base:0xc7c5b754413a50cb5d8d09fbc11e8092bf98e246,0,F00940,0,0.4921875
base:0x46bc1bfddd0aedbd47184d512bdf6f20a6d2694e,0,F00779,1,0.734375
base:0x53cdc28b60dfa8a976f82456f1bb870bd2b62556,0,F00753,3,0.8203125
base:0x5ab0764f4404db2c30a0d6b701fc2ed67cc98e77,0,F00948,1,0.6640625
base:0x33e2e714890d1bed77db014da3d857d20c51bf13,0,F00949,2,0.8828125
base:0x8711e1aea809585c02c378d747f60faadeadb00b,0,F00950,0,0.671875
base:0x24a543ee8d7869baa494575d0c9112e207ce2f13,0,F00951,0,0.875
base:0x62e954d89e8c409072518defea9df0d60c0ecef0,0,F00925,0,0.375
base:0xfb15f31b205317c6947a38a8f361ea6772ed3e89,0,F00952,2,0.390625
base:0x82d67cb7a1e45331638d6d6ca14336d8fa88cd17,0,F00888,1,0.8203125
base:0x1d3049f24e6e50e573da644726b9574b5b2fe06b,0,F00953,4,0.7734375
base:0xa9dcf0d44ae33cb1e0b56a19a0aaf01bd3414278,0,F00762,0,0.8671875
base:0x2122657710ac1f74fe4f9cc5e8013fae49af5883,0,F00954,2,0.8203125
base:0xf9e44d3b5fc21cdc15d34b12dda0d931a0466d9b,0,F00955,2,0.6484375
base:0xa8c28707258b64497d960887329f489a1d07beb8,0,F00945,4,0.8671875
base:0xda35ba26639fa8b0824161a0f948bfb90cdb089a,0,F00900,2,0.6796875
base:0x81e3bddd83ec3830bcd41453bdb0457d32765da9,0,F00957,0,0.5234375
base:0x0e0975fe1965bba6b72d9f5e248e690a3e500c24,0,F00958,3,0.515625
base:0x6545f7b82e4604e90d99580d5f97db4ceb3b7414,0,F00898,2,0.234375
base:0xc12437a84a92ab148dd2dc9849ff2668676add77,0,F00959,4,0.3125
base:0x4e58d9010a5fe915d4c08785f736390f29814f08,0,F00960,3,0.8515625
base:0x25d6cf297ae5b2225a5faf61bcbce6d37e74d85f,0,F00961,0,0.8046875
base:0xcf1bf4a8b5c842964e2099a4b9237b49fb7691f5,0,F00832,3,0.703125
base:0x8ca11a4ee3db225d9ab1bd3ec59f566c4c02cc5e,0,F00765,0,0.8203125
base:0x61cb02fd027ea53e5482dfa3c02d262f5671e59f,0,F00753,3,0.8359375
base:0x80022f626d336fe6a454aad472d01a58c9000cc8,0,F00755,4,0.75
base:0xf9cfac0555e344f2789ce51ff76b9cff6cd50224,0,F00929,3,0.84375
base:0x133e8a9bb380eecb46025f91bc5fb1149659033d,0,F00753,3,0.8203125
base:0xe3ffff01d22a6daa55d5a85d250de703368b0878,0,F00762,0,0.8828125
base:0xe2c79b455bbed78475e6a40f486f0899828bb5ce,0,F00962,2,0.28125
base:0xa362ee2b5b0ae2b1083533b88d9c300c46249cb0,0,F00774,3,0.828125
base:0x1691f3f170d0652a4c208882d01b638cd14739c8,0,F00963,1,0.5546875
base:0x57678b37823e47b13c17cab41b1e9c264c9d93a3,0,F00773,3,0.8046875
base:0x406e409dc9684bfeac43b0b190fa103e3e2e8d85,0,F00964,0,0.25
base:0xbbfc42c69c17d8a392a1c40091e0bbe9e73a1d4c,0,F00781,2,0.8203125
base:0x95242d9415ee9b9a7b8452c323dc06fa5bd7a263,0,F00965,4,0.671875
base:0xb6d2c6a8540e898df9cb7cd3f0688c4f49416a11,0,F00966,2,0.3125
base:0x96dbfc5474e20ab6632c468e540fcbe433e9b0b7,0,F00775,4,0.1796875
base:0x192271cecdbf238334039582fd3d2527137eaa3b,0,F00969,1,0.8515625
base:0xe61870a21fde3f4ef5676eea69feef75a58505d3,0,F00941,0,0.546875
base:0xe5a1a2d728ddcf2104fcba190ce4b370e79d6c58,0,F00786,1,0.5390625
base:0xe773b9c5a533eb7c596ac012206ddcbfb069f190,0,F00762,0,0.8671875
base:0x231d759614d80bcf0ae4278156fec576de8009ff,0,F00810,4,0.6953125
base:0xe3ff42b4ec4179018950ba4443e34060bf114654,0,F00970,0,0.2265625
base:0x4926888a69ba4042d3cb491ee27dbd0c9e89fce9,0,F00930,1,0.4453125
base:0x0cdd9b042bd25308dd13794c94fb2bfa377825a9,0,F00809,4,0.65625
base:0xd9ade0b1ef348f27c67da387a909f97040690a8d,0,F00852,2,0.1171875
base:0x904bf260fca02a0a94c47f279d986632c25357b7,0,F00940,0,0.5
base:0x340c1cd30059b1d30d10a59bcec723e9e4d244d7,0,F00958,3,0.515625
base:0xfb96aa815161b465fd83b9fa1d90f5593ba2f2d2,0,F00753,3,0.8203125
base:0x3cdb63427e348acf16284a698fdeac9fde73756a,0,F00762,0,0.859375
base:0x042bae6a9385cee3ecce68347eb4f97d90649d2d,0,F00894,0,0.5703125
base:0xfbf5d687c3e5bb35368c062a0aa96126d2015b2b,0,F00846,1,0.8046875
base:0x58ab3381fd9a28eb3f5805c25932102c395e59c3,0,F00818,0,0.8046875
base:0xb2c460103e199d86209c74bda0d279fa7dd58c01,0,F00815,1,0.890625
base:0xfc29bf26112f652434d4adb6b4c29bf9e3a17453,0,F00971,0,0.828125
base:0x73f7aa5ee53253d299e54d088e7fa15e1ce273c3,0,F00762,0,0.8828125
base:0x6f1f0837d83d8f550f8f8f379151eb4c82c8e03d,0,F00860,1,0.875
base:0xcd1dc7cb8eeb236e7ff5af9215f3d89315895449,0,F00774,3,0.7890625
base:0x4953571c306eda68adb586bdad1135e93d8ba9a7,0,F00972,1,0.875
base:0x01b4834f9aaf3fec20effb505badd07622893772,0,F00751,1,0.78125
base:0xf73e5921736ce43a93dd447ab92a341d03f3bda4,0,F00923,2,0.46875
base:0x338e16525a897691e863e7914233c7245a6436e8,0,F00846,1,0.78125
base:0x0e87df6347b64bc9805804ac625356197e83a125,0,F00801,1,0.8828125
base:0x2e8bf58e618447d90f4e19ff6491e85fda84472d,0,F00810,4,0.6796875
base:0x34bed6e353092c8b9a859e0d4d38fb314f87ffe5,0,F00973,0,0.546875
base:0x0000fb7702036ff9f76044a501ac1aa74cbab16b,0,F00974,2,0.1875
base:0xe6cae83bde06e4c305530e199d7217f42808555b,0,F00800,2,0.8125
base:0x7ed9d7b644a14a634cabdcf73b2b09a7d658d61e,0,F00892,2,0.765625
base:0x829c3a462a2d65c7ca0b97d66823f6fd861c0957,0,F00975,4,0.890625
base:0x091e99cb1c49331a94dd62755d168e941abd0693,0,F00976,3,0.265625
base:0x8c8cf04ab3cd05da672f19c387252601638c680a,0,F00977,2,0.859375
base:0x7785a22facd31db653ba4928f1d5b81d093f0b2f,0,F00798,3,0.5390625
base:0x4e1dcf7ad4e460cfd30791ccc4f9c8a4f820ec67,0,F00864,3,0.2421875
base:0x3e1217e6fe30dabccb9dfcac50665f5ed61cea5e,0,F00876,0,0.7890625
base:0x73834ea1ad476fc816c0ad1014d9fa11cdb8bfdb,0,F00978,1,0.2890625
base:0x38256ba4e0744b269cdedfcd8d42fa928942e530,0,F00762,0,0.8671875
base:0x0f66bffe7a8d7557206d48dd045c2806ddcfb837,0,F00980,0,0.796875
base:0xdacff2ddda48064e2c07dc11da66ef764abc2e58,0,F00981,3,0.828125
base:0x61e92157bab2c17007903f6fd43e2e5f17a4df39,0,F00982,4,0.8203125
base:0xaa56ae79d975407767f9639a34f81ac0da5d1f29,0,F00774,3,0.8203125
base:0xb8c5e13ef07aaa0d17cec8f4242750c682481e44,0,F00983,3,0.8203125
base:0xdaa9d70e1d510ec23c695d21f23a1bd8b2a2401f,0,F00762,0,0.8828125
base:0x6b07402a3192f0b65c0327def3dd699534b0acf8,0,F00755,4,0.75
base:0x4edf0bad7c7f8bdc92d7afe6afd9089d1eaf6889,0,F00762,0,0.8671875
base:0xd28fa30a9fbd587169d9d4b79bbe903a5c712122,0,F00797,4,0.7734375
base:0xa3131c02b4ddb5f18e0c6b63c6df1dc2efb045c5,0,F00881,2,0.65625
base:0x6aa3b7b5be8bfb9e64ff096412415e38d1069c32,0,F00984,3,0.640625
base:0xdcdaf6ffbd00222d47218bee7815593d0f10a57e,0,F00985,4,0.84375
base:0xa64ffd70f06192f6718ed1adec018ffcb0b29a87,0,F00986,2,0.734375
base:0x8b1aa58ec767ac26bcf78bffbf6fb1e7b4d0ad91,0,F00846,1,0.7890625
base:0x25683a9ccf81a2910f7744ace5ddbeab513f1242,0,F00898,2,0.234375
base:0x614da8348093c54c6dc590eb2bd05a893acc177f,0,F00774,3,0.7890625
base:0xb3e93272ac8b24024f716c4b1b9623a845aa700c,0,F00987,1,0.28125
base:0x6222e821326a2b017843eca455ea44a7655c9ce4,0,F00810,4,0.6953125
base:0x96e9ded822ffd4c65d8e09340ee95d2dc8fa209f,0,F00884,3,0.8203125
base:0xa8cc84dcf59da91704bc4eafc9a56bea17c50a49,0,F00988,0,0.765625
base:0x0675f51327ea51fb3c090aaa918a5f8a1ded5f81,0,F00929,3,0.78125
base:0xd28b44af6cb560d3ed42042dab16d70df05ef336,0,F00989,4,0.2109375
base:0x8c1583bd63584bfc308858ef8844f3fb1303bc84,0,F00990,3,0.8828125
base:0x053b0230c3927341dfa6845d4e928e813c34a261,0,F00991,2,0.8359375
base:0x7b3feaa87c47c411ad583d8455214f5b8c89d310,0,F00035,1,0.78125
base:0x6f7170ef27cc794408de11f784a7b660dc304c3a,0,F00992,0,0.8828125
